,text,sentiment
7835, I don`t remember cause I was watching so many on youtube... LOL will get back to you,neutral
7836," Indeed plenty of jokes to be had  Lying on bed hoping it`s going to free up, I`m on service Jury tomorrow...",positive
7837,"'NAPPY`S' da new 'N' word....by da way, iLove my 'NAPPY' braids  iGot 'HANG-TIME' homie lol",positive
7838,"thank  you very much, I`m glad you like them!",positive
7839, Maybe until Wednesday?,neutral
7840,Morning  don`t me ask why I`m up so early,neutral
7841,is it weird that i really want a harry potter bed spread and pillows???? i wish i could find one that wasn`t gryffindor,negative
7842,?ï¿½ nh?n ???c bonus r?i. Ch?c ch? ?? bï¿½ vï¿½o unpaid kho?n leave,neutral
7843, At least you`re getting closer to normal bedtime. Enjoy your trip. Keep us updated. Sweet dreams,positive
7844,_longman i yes am.  but she didn`t follow me,negative
7845,check out q100 right now..99.7,neutral
7846,:: holy kraut. I canNOT stay up this late. But book the is done and in the author`s in box.  Tucking in with kitty-boys now. Nighty-night.,negative
7847," Ok that`s not true! Plus, you`re insulting me saying that I`m insulting you! I`ve been trying to cheer you up. Butï¿½nadaï¿½",negative
7848,hey  there! your web URL looks good,positive
7849," - I`m hoping these pills will do something, cuz I`m gonna go nuts",positive
7850, your Or mobile doesn`t like me,negative
7851,Pissed at you   http://myloc.me/21CU,negative
7852,"i  saw this 6 week diet that was no sugar, no rice, no wheat, no potatoes, as much protein as you want. So i just did no sugar.",neutral
7853,  Have fun! Wish your mums a happy mother`s day for us!,positive
7854, yes`ma... for after an party too after the show next week.,neutral
7855,havent been on in awhile.  no point anyways,negative
7856,Just got from home the hospital.... i have another clot in my leg,negative
7857,I am dying to hangout on a Friday afternoon...,positive
7858," hi there, nice to meet you.  I am new to twitter and I guess you too? are",positive
7859, Not us as far as I know  hee hee. We`re thinking a few more years first .,neutral
7860,"may,1st success for lucas first police contact after neighborhood cruising with eggs, cream, bumf, shaving foam. love my he`s son a hero",positive
7861,Ouch just burned myself making soup for nico...,negative
7862,i`m hungry but can`t eat anything now right because my tongue hurts so bad.,negative
7863,"Playing with the munchkin today, talking cakes and getting ready for a yard sale tomorrow. Not looking forward to that",negative
7864,Tweeten Out  Tix for deals NKOTB 5/28 Was $43 NOW *$38 http://tinyurl.com/NKOTBTweetenTixsDeal <-or other SEAT Prices /NKOTB Dates,neutral
7865,RIP leonardo. You were a great mini fiddler crab,positive
7866, : yes she got lovey all with him&he returned the love&1thing led2 another&  also  wants2 know y ur mad at her,neutral
7867, hahaha! i have a secret door to the real batcave,neutral
7868,freezing it`S and raining here,neutral
7869,  I`m bad with understanding there things! You should know this!,negative
7870, PLEASE come to Minneapolis/St. Paul area!!!! I on looked your schedule but I don`t see anything close anytime soon.,neutral
7871,thinks its annoying when i keep getting twitter error messages from my mobile,negative
7872,that  is why I drive a (teeny tiny) honda civic  http://myloc.me/FRy,neutral
7873,is listening to Jello Biafra at work.,neutral
7874,work work work,neutral
7875," I did my best, it is Sunday after all",positive
7876,i`m tired so,negative
7877,No free ice cream though,negative
7878, Well I asked you a few days ago and you said was money the only thing holding you back Saturday or something,neutral
7879,Im so tired. And its so gloomy  what happeened ro summer?,negative
7880," hope Let`s and pray, we go a wiser way! :  Let`s hope and pray, we go a wiser way!  http://bit.ly/TzxqN",positive
7881,Ive finished 4th year!!! Argh Uni is going soooooo quick,neutral
7882, I`ve the given $19.99 question more thought. U may be right. One host provides HD quality to all viewers? Maybe not.,positive
7883, lol cute.  BTW Happy Mother`s Day lady,positive
7884,want I some grape juice.,neutral
7885,sooo cloooseee,neutral
7886,Great  find  http://amanita-design.net/samorost-1/,negative
7887,"'Bad words are a crutch, they lead to tattoos and peircings!'  Hahahaha!",neutral
7888,jazzy we be should in vegas w A team,neutral
7889, Damnit. Sorry to hear dude,negative
7890, ha ha  you! thank,positive
7891,Back from hospital. Doc says I`ll live,positive
7892, for Looking a new SMS sending solution? http://promotion.itagg.com Get ï¿½6 FREE SMS with every iTAGG!,neutral
7893,"Wish we had a garden so we could have a bbq tonight...  might set up a lounge bbq type thing, that`ll work. #fridayfirehazzard",positive
7894,"Eat Sleep Draw!: Part of my Neuroanatomy take-home test.  After this, Iï¿½m...: Part my of Neuro.. http://bit.ly/fXs3L",neutral
7895, How`s the head this morning?,neutral
7896, beating heat tea? with  Try some masala chaas,neutral
7897,officially misses Quark.  huhuhu! i had no heart hand partner and no one to dance with tonight! come home so... http://plurk.com/p/x2k1z,negative
7898,_UK Argh Twitter didnt post my replies and tweets for ages  Aint up to just much enjoying the sun!,positive
7899,  oh man that sucks hardcore! haha good luck finishing up recording,neutral
7900,god  bless u and I hope the rest of your weekend is joyfull,positive
7901,Through to quaterfinals of charity football tournament. My penalty save sent us through,positive
7902,_w T`was not an interview in so much as was it a private chat,neutral
7903,"btw. ear is getting better! its about time! finally - i say goodnight twitter world, (even though y`all are already asleep). xoxo",positive
7904,This my is 201th update,neutral
7905,ROFL.. okay I dont know. but Kristin still isnt here,neutral
7906, I had to work and missed it    Shannon could barely contain herself.  She had an amazingly time good,neutral
7907," And the 1600th tweet goes to you because w/o you, I`d have no one to talk to at 3am in the morning! lol <3",neutral
7908,is playing around && fun having with little kids right now  hahahahaha,positive
7909, You`re welcome...,positive
7910, would love talk to to you but i live in England so unfair,neutral
7911, im fine. but a bit tired  im glad that its weekend now.,positive
7912,"well, having looked my at bruv`s exam timetable and french oral exam I feel very fortunate  now to, erm, digest my morning revision...",positive
7913,On our way to take photos at the park,neutral
7914,  Thank #amtarot you so much!,positive
7915, that`s a mess  I`ll look for it next week,negative
7916,"loves GOSSIP Episode GIRL 23, The Wrath of Con",positive
7917,I believe a man died in a car wreck today just right down the road.  It happened at 12 and at 2 he was still in the car.,negative
7918,"imissu, come back home honey now",negative
7919, Sure thing!,neutral
7920,still  sad about Samantha Who?,negative
7921,omg i am in so much pain  ouchies,negative
7922,off to pick up my daughters who appear to be picking up an unhealthy liking for primark...feel a like bad parent,negative
7923,2 hours after teleconference. but can`t go back to sleep. got some work to do. sigh sigh,negative
7924,this is my movie weekend!! i`ve watched 5 so movies far,neutral
7925,Is coming to the end of his first shift  6.30 local,neutral
7926, Maybe JD help can you out there I don`t know though  But I will ask!,neutral
7927," Actually, I`m supposed to do that w/ my dad + cousin, My cousin is in trouble though, so we never get together",negative
7928,Is a having BBQ today!,neutral
7929," Oh, okay. Every so often I get this random taste of blood in my mouth that makes me go 'eww, blood'.  Haha.",neutral
7930, for thanks finding the amusing rubiks pictures tonight. making my evening via  ...,positive
7931,OMG. Today felt like the last day of school! it`s horrible!,negative
7932, that is sickening... Just at shoot will? Smh... Prayers for his family...,negative
7933,_are_fire Hii,neutral
7934,"yeah  it made a great noise, and tripped the house circuit breaker. Good Times. $200 worth of parts too",negative
7935, yeah back to work  I get out at 3:30 so it`s not that bad,positive
7936,Wanted to buy Amber death`s Bensons daughter today and no where had it,neutral
7937," lol, I haven`t made anything yet, I`ve just spread all my supplies out over the dining room table",neutral
7938,I think I just found my purse soulmate. But not its in my budget,neutral
7939,Happy Bank Holiday,positive
7940,Livin on ur own iznt nice at I all. miss my mum,neutral
7941,Today is my Mother`s birthday- Happy Birthday & I love you! She is an angel whom has helped me so much during this time of my life,positive
7942,Awaiting to watch lfctv @ 10am  liverpool vs newcastle from game yesterday!,positive
7943," LOL it`s not the army it`s starfleet, rules are meant to be broken to get the job done. That`s why he gets the medal",negative
7944," Wow, quite thats the trip!",neutral
7945,last school day tomorrow! it was the funnest day ever. BUt also really sad  Righ ow I`m getting ready to go to Moab with Phil!!!,neutral
7946,i wish i was going to be with ST my girls tomorrow,positive
7947,Found out I have to go to the US again in August. Getting tired of transatlantic flights. Not good for my carbon footprint either,negative
7948,"Hey,  that link didn`t work for me",negative
7949,"Oh PW, you done me wrong. The signing time in ur children`s article are all wrong...and no Neil Gaiman?! You tease me.  #bea",negative
7950, i know! that`s why i it recommend,positive
7951,Sad that the Statue of Liberty will completely reopen 2 weeks after our NYC trip.,negative
7952,Awww I wonder when ima get married. and Shawna Damon are so cute,positive
7953,"fourteen hours later, i`m still having the worst allergy flare-up in my life from shooting an engagement session in a field last night...",negative
7954, I can`t you DM because you aren`t following me,neutral
