,text,sentiment
7527,Parents dded to drop in on their tour-de-US. The whole family is at my house. I am at work,negative
7528," still no class loaders, or even custom assembly loaders",negative
7529,i`m at work starvinnng,negative
7530,"Omg, little kids with cancer is the saddest thing ever",negative
7531, aeather reports of a week of upper 60s make me happy  Perfect running weather!,positive
7532,Guess I`m on Twitter now!,neutral
7533,praying the rosarrry with my family!,neutral
7534,Vacation over!!!  Looking forward to the next one........,positive
7535,I have assignmtnt due by midnight in professional writing class & I really wish I was already done with it Luv writing thought Id like it,positive
7536,"Soon we are going to look at a cabaret, it`s going to be fun!",positive
7537,is wishing everyone a blessed & beautiful Mothhhher`s Day!,positive
7538, I broke up with Christian Bale when he played Batman,negative
7539,Steam Punlk fashion show at Anime North and for the first year since TorCon we arrren`t back til  & missed it,negative
7540, o snapppp look who i found on twitter lollll,neutral
7541,_Mak request me on bbm &esend all ur contact info. Everything didn`t sync up from old phn  I have ur tmail info haha - DATED!,neutral
7542,lets play some russian roulette.,neutral
7543, tnanks!!  I`m a fabric addict lately - I`ve bought soooo much!,positive
7544, DANG i want to be on the beach late at night. that`s the best. the sound of waves and the breeze!!hope you are well!,positive
7545,Matt WWWWeiters` first at bat: fly out to RF,neutral
7546,Not in a good mood.  My mama`s away with my sis so can`t talk to either of them and my boy can`t see me this weekend as planned.,negative
7547, thanks  we did reviews today and i feel like idddk anything. anyways. how r u?,positive
7548," Ha Thats good. Thats why I love my boys, cos they never stir up the hatred that the mighty red scum do  Everyone loves City",positive
7549,shecky95   Happyyyy Moms Day to u as well and many more to come,positive
7550,"OMG, Tony Hawk`s motion on the nintendo DS sucks ****!",negative
7551,"http://twitpic.commmm/4j95z - I don`t know why, but I LOLd.",neutral
7552, Meant to ask how did the other night go? Did you enjoy the fight...did yas have an all-nighter?,positive
7553,Hey i`mnon FaceBook come check me out http://bit.ly/17jIy8   tell me ur username if you ADD ME,neutral
7554,#pens...steigy...no politics hun...the obamas are not watching hockey,neutral
7555,Haven`t a clue about thissss twitter!,neutral
7556,i feel really weird,negative
7557, well then happy mothers day  ahahahahahaha,positive
7558,sorry dunnerj just saw your tweet! totally let you down im so sorry babe  was at work till 8.30 very boooooo,negative
7559,Doesnt feel good!  but I cant miss work tomorrow!,negative
7560," Itelt nice, but staying outside for too long and your definitely getting burned! Hurricane season is here though",negative
7561, oooh OK. thought I was losing my MizMind,neutral
7562,Happyyyy Star Wars Day. MAY THE 4TH BE WITH YOU,positive
7563,This headache is killing me yet I need to cover some boring police event.,negative
7564, I sent u a direct messagge.. there`s my mail,neutral
7565, are you and melissa celebrities now?,neutral
7566," sweet, I`m trying to earn mmy crown for gluten free baking!",positive
7567,"desktop quad-core Win7 boot time = 2`25', laptop dual-core w/ SSD Win7 boot time = 0` 13' => SSD for desktop arrives in 2 days",neutral
7568," Sure, I`ll be in chaaaat in a sec   Here`s the thread http://tinyurl.com/ojcf5l",neutral
7569," A towel, a 'Sub-Etha Sens-O-Matic' and the Guide ??",neutral
7570,Ugh. oo much happened today. I really need a hug,negative
7571," nothing much man, waiting for my Insurance card to come through... Cant get any workdone here w/o it... Redtape",neutral
7572,sux babe just told me to go to the afterparty and I have ID that works but I can`t go,neutral
7573,http://twitpic.com/670rw - i miss my puppy,negative
7574,needs to see a band live.. **** Blink for not coming to the UK this year!  ..anyone wanna go see Billy Bragg or Colin Blunstone with me?,neutral
7575,apped up some html/java work now spending the night dabbling in some flash intros,neutral
7576, try direct message to me here on twitter,neutral
7577,Went to get my car inpection sticker got gigantic red R one. Just keep piling it on. I can take it. Don`t worry about me. I`ll be ok.,positive
7578,last sunday before going home!,neutral
7579, y does it hurt so much? i can`t even chew gum.  i`ve lost so much wweight because i can`t even eat,negative
7580," Yes, that would be pretty creepy. I think its all a bit more innocent than that, I think he just wants to sell some icecream",neutral
7581," Not urue, you can get worse burns today... don`t forget sunscreen",negative
7582, HAPPY MOTHER`S DAY TO UR MOM JAH. TC.,positive
7583," OH T, I read that wrong. OK hellboy",neutral
7584," hi there, nice to meet you",positive
7585, It`sstill up the duff boo,neutral
7586,Postponed is not abandoned. //,neutral
7587,looki g for models for beauty shoot THIS THURSDAY in the Valley studio  contact me if interested!,neutral
7588,ok.  i got my nails done to day an the are sweet.,positive
7589, Mal support for students,positive
7590,"Just had my teeth checked, now my eyes. I`m dying for a coffee but can`t drink for an hour.",negative
7591,Allllies not coming over,neutral
7592, i could have got you some from work and not paid more than R20 per 2l,neutral
7593," we always miiiiss each other, don`t we?",negative
7594,great song  http://bit.ly/evluw,positive
7595,"Just funny siiting here with external keyboard, mouse, and macbook on bed  just looks strange but it`s comfortable",positive
7596, im home alone in the house and imma scared  x,negative
7597," hey kkkkellie,how are u?I FEEL HORRIBLE!",negative
7598,Congratulation`s to phil packer on completing the london marathon  x a shining example to us all x,positive
7599,aHappy Mother`s Day to you,positive
7600,Going for a ride! Perfect night to go out and chill,positive
7601," Yeah, it`s good.  Juust startled me.",positive
7602,hey twitter  hows it going? let us know how your day is going,neutral
7603,in ten minutes shopping   demi lovato-back around dddemi lovato-behind enemy lines have you all seen the titanic 2 trailer? its really good!,positive
7604," sooo, u just gon cheat on me and tell everybody on twitter? I don`t know if I can trust you anymore.     j/k",negative
7605,Missi g brandon. Wanting to talk to anthony. Sadshoes,negative
7606,what a great day,positive
7607,  Oh no matey did you get ill?  It would be a bit mean of Suzi to be calling you chicken scabs if you`re not!,negative
7608,Exhausted after a 58 hour work week,negative
7609,Omg amazing twist! This is a ccrazy awesome movie,positive
7610,Is looking forward to a yummy dinner with mizz Kate jones this evening!,positive
7611,says gots my mom a ddddigital picture frame bout to scan pics of her wedding n all that mushy stuff  http://plurk.com/p/su3eq,neutral
7612,  Beer is an excellent excuse. Earlier i was sweating god knows how much! Not looking forward to working tomorrow,negative
7613,has a goheart... or so says the doctor. Except that the doctor won`t be in until Tuesday afternoon to put that in writing....,neutral
7614,"_Ernman Hej Malena, lycka till Eurovision! The United Kingdom will be voting for you!",neutral
7615,"I lkoked up some differents stuff for mine, today.",neutral
7616, aha yeah  all else fails just push  yeah we are dont know what time were leaving yet though ****,negative
7617," Mmm,ocomfort junk food. That sounds good. I always preferred Wingstop",positive
7618,"  Tat, You looks beautiful and are a heck of a mama and business woman.   Dana",neutral
7619,"on`t believe it, my puppy likes brussels sprouts!",positive
7620,Jennnnnn richhhh wast to the ed,neutral
7621, i already got my tickets to your concert here in tttthe philippines! im so excited!,positive
7622," Awwww...thanks!! ;) Unfortunately, everything closes at 4pm in Sweden on a friday. Presentation is 9am Monday.",neutral
7623, Think ofhthe prize at the end. So sorry to hear that though.,negative
7624,"What a day, 12 hours work  But I`d really like my job, it`s fabulous :b",positive
7625,Aaggh!My blackberry curve took a gash in the screen the day AFTER we get invisible shields in stock. Well it`ll be a good advertisement,neutral
7626,4 fillings to the good(?); two more appointments to go,positive
7627,"Yo! Its moms day today, so do it big for mmom dukes  and behave!",positive
7628," to be fair, she was asking about mktg cd`s, etc, but I suggested more and she never even emailed back.",negative
7629," Poor kitties   there`s nothing that can be done, hopefully you`ll at least be able to find her a good home",positive
7630,its raining in MD,neutral
7631, this iv very true about ! but you do have to admit it was pret-ty funny! im bout to go you tube it!  lol,positive
7632, oh yes some are quite nice! and my `photoshop` liep zojuist vast. so now I have to start over painting Rï¿½isï¿½ngs glove,positive
7633,_lottie Not one om my favourite pastimes  This weekend is a long weekend here so Monday I`m off to an Ice Show w/ the G/daughter ;),positive
7634,misses my baby.,negative
7635," Tenurs ago, I was was sleeping, sorry.",negative
7636,I was sleeping soo good but just woke up like 10 mins ago n got sick  not feeling so great. I wanna go back to sleep but I`m wide awake.,negative
7637,"I` e knack my iphone, I got melted chocolate into the speaker, I now can`t hear it when it rings",neutral
7638,last day working for Tend,neutral
7639,  stillawaiting to have a beer with Moldovan. At least he`s happy I came.,positive
7640,"  I could never do that to one of my children, look what happened to Nina Zavaroni (sp) Brooke Shields and Drew Barrymore",neutral
7641," Yep, ah, *** , I don`t wanna leave my warm doona to get a hot beverage...I guess I`ll just have to make do w/o it",negative
7642,Not a good start to the day left my money at home . So i`ll hot a day me looking for free carparks,negative
7643,Spoebob sing a long. Amandas mom gave me and crystal jonas brothers calendars,neutral
7644, you will be great! Have a wonderful first day,positive
7645,Friday has a whole different meaning when you haveeee to work Saturday and Sunday,neutral
