,Unnamed: 0,text,sentiment,classification,clean_text
8286,8286," o_O thats cool. Dang, iHave to my clean room now  lol, but good luck w/those jobs gurl",positive,1.0,oo thats cool dang ihave clean room lol good luck wthose job gurl
8292,8292,"** gifts & honesty box has messages been discontinued due to abuse ** - hehe, dalï¿½ï¿½ facebookovï¿½ aplikace na hovno",negative,0.0,gift honesty box message discontinued due abuse hehe dalï ½ï ½ facebookovï ½ aplikace na hovno
8293,8293,On the set of Chuck Bass` New York Palace Hotel. Too bad they weren`t filming today.   http://twitpic.com/67nht,negative,0.0,set chuck bass new york palace hotel bad werent filming today httptwitpiccomnht
8295,8295, It does it sometimes - it should come back ;) And the car thing sucks - I feel all anxious and yucky now,negative,0.0,sometimes come back car thing suck feel anxious yucky
8297,8297,  i would love to come visit you in Korea.. next flight that is under 100 i am there!,positive,1.0,would love come visit korea next flight
8299,8299,Just downloaded music for over an hour.  Love when that happens,positive,1.0,downloaded music hour love happens
8300,8300," Wow, your spam really has everything covered! Mine`s almost **** all enlargement stuff.",negative,0.0,wow spam really everything covered mine almost enlargement stuff
8301,8301, nah I don`t finish til next yearrrr!!!   are u stayin in the bad news after graduation?,negative,0.0,nah dont finish til next yearrrr u stayin bad news graduation
8306,8306," - Love the comeback, I will stay tuned! You fellows should follow people on here though. You`ll in turn more get followers",positive,1.0,love comeback stay tuned fellow follow people though youll turn get follower
8308,8308,School Over!!! I`m gonna a miss bunch of people,negative,0.0,school im gonna miss bunch people
8309,8309, i voted and i couldnt,negative,0.0,voted couldnt
8315,8315,It is hot here in Texas and our ac upstairs is broken so its really hot at my house.,negative,0.0,hot texas ac upstairs broken really hot house
8316,8316,has a headache from the the heat.,negative,0.0,headache heat
8321,8321,i really want to ring  but it costs 2 much  dam you credit crunch,negative,0.0,really want ring cost much dam credit crunch
8323,8323,I`m so disgusted that my assumptions regarding what happened in Harlem last night were 100% correct without reading the story first.,negative,0.0,im disgusted assumption regarding happened harlem last night correct without reading story first
8325,8325, You are extremely clever my dear.,positive,1.0,extremely clever dear
8326,8326,it`s sunny but i`m bored  sad call text or me,negative,0.0,sunny im bored sad call text
8327,8327,"Installed office for Mac & messed up all my fonts on safari, **** on a stick! help! can`t even read the solutions online  #badmicrosoft",negative,0.0,installed office mac messed font safari stick help cant even read solution online badmicrosoft
8329,8329, Aww!  That`s so sweet!  So glad she`s home with you now. Happy mother`s day to you,positive,1.0,aww thats sweet glad shes home happy mother day
8330,8330," cheers still mate, getting over Wednesday  You ok? You should be, you are an incredibly wealthy man",positive,1.0,cheer still mate getting wednesday ok incredibly wealthy man
8331,8331,listening to some bands recommended to me by Sarrah  i really like the friday night boys <3,positive,1.0,listening band recommended sarrah really like friday night boy
8332,8332," precisely.  The more followers you have, the more important you feel http://twitter.pbworks.com/Hashtags  explains a bit more.",positive,1.0,precisely follower important feel httptwitterpbworkscomhashtags explains bit
8335,8335, That sounds like a good compromise.,positive,1.0,sound like good compromise
8337,8337, no one ever gave me the info I`m sad,negative,0.0,one ever gave info im sad
8339,8339,I`m jumping off the nearest bridge if I can`t have it,negative,0.0,im jumping nearest bridge cant
8340,8340, I`m going to the in show Amsterdam!  Can`t wait!,positive,1.0,im going show amsterdam cant wait
8341,8341,says I miss plurking.  http://plurk.com/p/wxion,negative,0.0,say miss plurking httpplurkcompwxion
8344,8344," Oh, will do. I had to bring the soufflï¿½ home I`m SO full! It`s  delicious! One of my Philly favs.",positive,1.0,oh bring soufflï ½ home im full delicious one philly favs
8347,8347,If I smile at you will you follow me please lol,positive,1.0,smile follow please lol
8354,8354,i hate i hate i hate i hate i hate i mother`s hate day.,negative,0.0,hate hate hate hate hate mother hate day
8355,8355,_da_**** ï¿½ cant im not @ my sister house no ï¿½-net tonite,negative,0.0,da ï ½ cant im sister house ï ½net tonite
8357,8357,  Good Morning!,positive,1.0,good morning
8360,8360, please do  I`ll settle for cheap cider for meeting deadline. Have you seen new our blog at www.havealovelytime.com?,negative,0.0,please ill settle cheap cider meeting deadline seen new blog wwwhavealovelytimecom
8362,8362, lol hell yes i`m keen. WE`RE SKIING GOING AT TREBLE CONE SOMETIME THIS WINTER,positive,1.0,lol hell yes im keen skiing going treble cone sometime winter
8364,8364,has a iphone broken,negative,0.0,iphone broken
8366,8366, oh ok kool  keep me informed bout checked that ur paged its nice,positive,1.0,oh ok kool keep informed bout checked ur paged nice
8370,8370,I`m off to a filled fun evening at a funeral home ...  Joy.,positive,1.0,im filled fun evening funeral home joy
8371,8371,**** everything,negative,0.0,everything
8373,8373," Happy Friday! Do u know how I can get a copy of the BT art u did on Mel`s fake Twitter? I`m n it, but can`t find it now.  THX",positive,1.0,happy friday u know get copy bt art u mels fake twitter im n cant find thx
8374,8374,@ amhzz... did u get an invite? miss I u,negative,0.0,amhzz u get invite miss u
8376,8376,"is really, really bored... guess I I will go to bed",negative,0.0,really really bored guess go bed
8377,8377,The balmain knockoffs in bebe make me sad.....I want the real deal...these shoes look cheapy cheapy.,negative,0.0,balmain knockoff bebe make sadi want real dealthese shoe look cheapy cheapy
8378,8378,"still off fighting this cold, ugh",positive,1.0,still fighting cold ugh
8379,8379, Missed you last night hon,negative,0.0,missed last night hon
8383,8383,Went shopping for sports tour yesterday with Garley... very very very funny!! Now I need some brunch  And a shower.,positive,1.0,went shopping sport tour yesterday garley funny need brunch shower
8384,8384," Wooops! Meant I agree with Boomstone..trying 2 reply both, 2 LOL. Happy Mothers Day to you as well!  TTY soon!",positive,1.0,wooops meant agree boomstonetrying reply lol happy mother day well tty soon
8386,8386, There`s nothing good tonight on anyway!!   #Sigjeans,negative,0.0,there nothing good tonight anyway sigjeans
8387,8387,"bf moves to the city tomorrow. Currently he lives down the st.  Sadness.  He will be far away  (not TOO far, but not down the street )",negative,0.0,bf move city tomorrow currently life st sadness far away far street
8389,8389,http://twitpic.com/4ja12 - we were bored,negative,0.0,httptwitpiccomja bored
8393,8393,Its offically mothers day!! happy moms day!!!,positive,1.0,offically mother day happy mom day
8394,8394, britains got talent is disappointing rather this year,negative,0.0,britain got talent disappointing rather year
8395,8395, that makes me sad for you,negative,0.0,make sad
8396,8396,is very very tired  just want to sleep.  Stupid getting work in the way!!!,negative,0.0,tired want sleep stupid getting work way
8397,8397,"The ballerina family is super nice, albeit a little too controlling of their son`s life, but the bayou family is so judgemental.",positive,1.0,ballerina family super nice albeit little controlling son life bayou family judgemental
8399,8399,"_Duckett GREAT pic!  How fun!  Love food and wine festivals...well, beer fests too",positive,1.0,duckett great pic fun love food wine festivalswell beer fests
8400,8400, I didn`t read the details so that may be it. Jayne Sara is a kid`s show so it can`t be that exciting.,negative,0.0,didnt read detail may jayne sara kid show cant exciting
8401,8401, awww...on ur way out  Have fun for me toooo!,positive,1.0,awwwon ur way fun toooo
8403,8403,possibly going out tonight; is there ANYTHING to do in Lancaster? I miss Baltimore,negative,0.0,possibly going tonight anything lancaster miss baltimore
8406,8406,plus Smores jacuzzi equals amazing,positive,1.0,plus smores jacuzzi equal amazing
8407,8407, Ouchies. Sorry to hear it  Are you going to get it checked out?,negative,0.0,ouchies sorry hear going get checked
8408,8408,Thank you all for the huge response w/ blessings & congratulations for us and Anna... We`re indeed a family in  church love that so much,positive,1.0,thank huge response w blessing congratulation u anna indeed family church love much
8410,8410,I really need to invest in an machine... elliptical Running with shin splints sucks!!,negative,0.0,really need invest machine elliptical running shin splint suck
8411,8411, Thank you for sharing. I appreciate your honesty  I hadn`t tweeted for 30 some odd hours and got a little tweet happy.,positive,1.0,thank sharing appreciate honesty hadnt tweeted odd hour got little tweet happy
8412,8412, No Look problem! forward to your next tweet.,positive,1.0,look problem forward next tweet
8413,8413,Almost dere  really tired eyes r really dry,negative,0.0,almost dere really tired eye r really dry
8414,8414,about to rehearse...starving!!!,negative,0.0,rehearsestarving
8415,8415,"I need a nap, but I be won`t getting one",negative,0.0,need nap wont getting one
8416,8416,Outz wif the BIG BIG BIG HAPPY FAMILY for mommy`s day meal. And Happy Mommy Day to all Mommys out there!,positive,1.0,outz wif big big big happy family mommy day meal happy mommy day mommy
8418,8418,Busy week this week; quick trip to chase some oil and gas in htown and then back to office for fun week with the devel team,positive,1.0,busy week week quick trip chase oil gas htown back office fun week devel team
8419,8419,just I had a lovely lunch of curried rice and mussels with baby octopus - yum,positive,1.0,lovely lunch curried rice mussel baby octopus yum
8420,8420, I like that term 'today list' - better than 'to-do list',positive,1.0,like term today list better todo list
8421,8421,relaxing fragrances are SOO IN! my latest are loves still lavender & chamomile--the basic ones  trying to find more flower scents..,positive,1.0,relaxing fragrance soo latest love still lavender chamomilethe basic one trying find flower scent
8422,8422,can`t sleep... havent finish my homework  **** IT !,negative,0.0,cant sleep havent finish homework
