,text,sentiment,classification,clean_text
7518,Watched Kunguma poovum konjuma puravum... Liked it very much!  excellent cinematography!!!,positive,1.0,watched kunguma poovum konjuma puravum liked much excellent cinematography
7519,"Star Trek was GREAT yet minor details needed to be worked out, but I give it a Thumbs Up, regardless!",positive,1.0,star trek great yet minor detail needed worked give thumb regardless
7520,I SO should`ve gone right now!!! *wish I could alter time!!  *,negative,0.0,shouldve gone right wish could alter time
7521, No  sadly its not  bit disappointed will try again later see if i change my mind,negative,0.0,sadly bit disappointed try later see change mind
7523,New blog post: [Blog] auto insuran...: I just found that my auto insurance policy had been expired. ( I am too careless  ...) .. Meanw ...,negative,0.0,new blog post blog auto insuran found auto insurance policy expired careless meanw
7524,My tummy hurts  go away cramps! I hate chuu!!!!,negative,0.0,tummy hurt go away cramp hate chuu
7525," i wish i could offer a hug right now, so bad",negative,0.0,wish could offer hug right bad
7527, Ayy.  Okayyy. It was nice seeing you kanina ! :> I like your hair. :>,positive,1.0,ayy okayyy nice seeing kanina like hair
7529, ohh kayy fasho if u go tonight have fun for me,positive,1.0,ohh kayy fasho u go tonight fun
7530,were playing at 7 @ club impact tomorrow! finally got shirts! woopity doo! i want a slurpeeee sooo bad right now,negative,0.0,playing club impact tomorrow finally got shirt woopity doo want slurpeeee sooo bad right
7537,Is at the botanical gardens and its beautiful but she forgot an extra memory card so no pictures today,positive,1.0,botanical garden beautiful forgot extra memory card picture today
7538, yeah those are better ads  It makes them look part of your content rather than blatant adverts ;),positive,1.0,yeah better ad make look part content rather blatant advert
7540,"Just went through my piggy bank, man there was a hell of a lot of money in there! I can easily live out of just it for the next 2 weeks",positive,1.0,went piggy bank man hell lot money easily live next week
7541,in Singapore! its so warm over here! Having a blast already,positive,1.0,singapore warm blast already
7543, Hope you  feel better soon little Magic Girl,positive,1.0,hope feel better soon little magic girl
7545,back at Wingman after a great weekend,positive,1.0,back wingman great weekend
7546,Round and Round the Garden: The amazing thing is that he`s still talking to me!  http://tinyurl.com/dx8as4,positive,1.0,round round garden amazing thing he still talking httptinyurlcomdxas
7548,"Man, looking through and packing up my books is looking at my past lives. Feeling kind of sentimental",positive,1.0,man looking packing book looking past life feeling kind sentimental
7549," yeah, it`s gonna be rubbish!",negative,0.0,yeah gonna rubbish
7550, you suck majorly  i`m swamped...so why am I on twitter...I don`t know...but still  a golf tournament?,negative,0.0,suck majorly im swampedso twitteri dont knowbut still golf tournament
7553, nice! I wish twitter would tile mine,positive,1.0,nice wish twitter would tile mine
7555,i have the song here comes goodbye stuck in my head not a good song to be singing considering my situation,negative,0.0,song come goodbye stuck head good song singing considering situation
7556, yay were all saved! Weve overcome god again!,positive,1.0,yay saved weve overcome god
7557," Np mate, was great meeting you in Prague",positive,1.0,np mate great meeting prague
7558,watching run fat boy run...haha its soo funny.,positive,1.0,watching run fat boy runhaha soo funny
7560, i need lele to answer meeee! Haha.,positive,1.0,need lele answer meeee haha
7561,implementing will_paginate  on my website; i love rails,positive,1.0,implementing willpaginate website love rail
7563,"mmmmmm, late night Brusters ice cream! om nom nom nom",positive,1.0,mmmmmm late night brusters ice cream om nom nom nom
7564,Rofl. I love you too Trina.,positive,1.0,rofl love trina
7568,  congratulations on your shirt btw!,positive,1.0,congratulation shirt btw
7570, That sucks!    It`s thundering here.  I`m getting ready to shut down.,negative,0.0,suck thundering im getting ready shut
7571,Saw Xmen Origins on Sat! By far the BEST Xmen movie! AMAZING!!!,positive,1.0,saw xmen origin sat far best xmen movie amazing
7574,just gott home from work and now relaxing,positive,1.0,gott home work relaxing
7575, baby help me with math,positive,1.0,baby help math
7577,happy momies day!,positive,1.0,happy momies day
7580, nice recolouring of your page  nobody is buying your anti-twittering words!! YOU LOVE IT!!!!,positive,1.0,nice recolouring page nobody buying antitwittering word love
7581, i have no phone  whatchu doing tonight sucka. no dane cook she sold the tickets. lamee.,negative,0.0,phone whatchu tonight sucka dane cook sold ticket lamee
7582,Almost got sharpied in the face while falling asleep  being sick sucks!!!,negative,0.0,almost got sharpied face falling asleep sick suck
7583,is allergic to you...Oh NO!,negative,0.0,allergic youoh
7585,I am so bored,negative,0.0,bored
7586, haha i love surprises! i don`t work til sunday tho so i have to wait.,positive,1.0,haha love surprise dont work til sunday tho wait
7588,Soooo full that im starting to feel sick,negative,0.0,soooo full im starting feel sick
7589,"Again, I`m stuck in traffic jams ... Somewhat starting to be the same situation every day. That`s sad, really",negative,0.0,im stuck traffic jam somewhat starting situation every day thats sad really
7591,Happy May Bank Holiday British Peeps,positive,1.0,happy may bank holiday british peep
7594,Thinks she`s getting sick.....,negative,0.0,think shes getting sick
7596,  Wish you both a very Happy and Fabulous Mother`s Day!,positive,1.0,wish happy fabulous mother day
7597," NOOOO I`ll miss you too much!  I went stag to my prom and all the high school and middle school dances, if that helps. >_>",negative,0.0,noooo ill miss much went stag prom high school middle school dance help
7598,is loving the half day! If only it wasn`t raining.  Soccer Practice tonightt.,positive,1.0,loving half day wasnt raining soccer practice tonightt
7600," I know...I would too. Yes i cant wait for BB, i love it! I heard theyre not showing the 24 hr live streaming this year though",positive,1.0,knowi would yes cant wait bb love heard theyre showing hr live streaming year though
7601,flipping out on my hairloss....gotta go to the doc.,negative,0.0,flipping hairlossgotta go doc
7602,had a great night,positive,1.0,great night
7604, Oh God bless you,positive,1.0,oh god bless
7605,Checkin out oramarecords.com. Got a fever and cnt sleep,negative,0.0,checkin oramarecordscom got fever cnt sleep
7606,Finally eating unagi I`ve been saving up for a while! +udon :] AGH I just realized the band playing at Bear Garden today is one I like!,positive,1.0,finally eating unagi ive saving udon agh realized band playing bear garden today one like
7608,don`t feel good,negative,0.0,dont feel good
7609, noooooooooo my parrents found my stash,negative,0.0,noooooooooo parrents found stash
7610," Hehe ! Thanks for your advice  I choose the shoes, only three of them, so hard !!!",positive,1.0,hehe thanks advice choose shoe three hard
7612,The pool is just not fun without Tim in it...,negative,0.0,pool fun without tim
7616,schoool time. not doing much this week.  about 20 more days of school and it`s time for NYC!  can`t wait for the last day of school.,positive,1.0,schoool time much week day school time nyc cant wait last day school
7617, cut yourself a slice of cheese cake.. it makes everything better,positive,1.0,cut slice cheese cake make everything better
7618,Can today go any slower? Time is just dragging by.,negative,0.0,today go slower time dragging
7620," Hey sorry this is late, I leave in 30 min  raincheck...tomorrow?",negative,0.0,hey sorry late leave min rainchecktomorrow
7622,Heading home after a long week. Wish someone onther than marketers would follow me,positive,1.0,heading home long week wish someone onther marketer would follow
7625,  psst new blog up.. comments me likey,positive,1.0,psst new blog comment likey
7626, u feeling urself so much u cant say hi???  me no likey u,negative,0.0,u feeling urself much u cant say hi likey u
7627, wow! I`ve joined the photography scene pretty recently so this (large format) makes it even more interesting,positive,1.0,wow ive joined photography scene pretty recently large format make even interesting
7631,is sad that shin ae got married...and it wasn`t to alex,negative,0.0,sad shin ae got marriedand wasnt alex
7633," Ha, fun! I think Iï¿½ll rewatch (parts of) season 5 today...in preparation for 2morrow night!",positive,1.0,ha fun think iï ½ll rewatch part season todayin preparation morrow night
7634,mom is ok so far. just missing jaron,negative,0.0,mom ok far missing jaron
7635,I almost say 'bless you' to a sneezing cat,positive,1.0,almost say bless sneezing cat
7638,Yeah I think I touched something that had mikes germs on it because I have a sore throat now  dammit I knew I should have not gone there!,negative,0.0,yeah think touched something mike germ sore throat dammit knew gone
7639, goodmorning,positive,1.0,goodmorning
7640,my brother is irritating. and not just bc he takes & wears my clothes without asking. i want to punch him violently for **** he does.,negative,0.0,brother irritating bc take wear clothes without asking want punch violently
7641, You have arthritis in them?  Really??  Poor you  That would be painful - but you can`t be that old.  How many squats did u do,negative,0.0,arthritis really poor would painful cant old many squat u
7644,"_luciano jailbreak went great, just not a tremendous amount of apps ready for 3.0 though. No winterboard yet",positive,1.0,luciano jailbreak went great tremendous amount apps ready though winterboard yet
7646,Right now at my second gig !!! Sippinn on guess whut ? Water  we sta focused we are on the job,positive,1.0,right second gig sippinn guess whut water sta focused job
7647,Had a good end to a busy day and now I`m off to bed with a full belly of sushi,positive,1.0,good end busy day im bed full belly sushi
7648,about to go to acting school  yayay,positive,1.0,go acting school yayay
7650,happy mother`s day  & later on i can`t wait to see _day26 in concert. lol. well ima see all of day 26 but i like him the most ;D,positive,1.0,happy mother day later cant wait see day concert lol well ima see day like
7653,"I also want it to be the 6th, i miss my girlies so much   WE GET TO BE ROOMIES AGAIN!",negative,0.0,also want th miss girlies much get roomy
